"Bus,""No"",""Time"",""State"",""ID (hex)"",""DLC"",""Data (hex)"",""ASCII"""
"USB-to-CAN V2 compact  CAN-1,""1 652"",""15:35:59.848"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 653"",""15:35:59.850"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 654"",""15:35:59.852"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 655"",""15:35:59.855"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 656"",""15:35:59.856"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 657"",""15:35:59.857"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 658"",""15:35:59.860"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 659"",""15:35:59.865"",""  E   "",""18FECA00"",""8"",""03 FF 00 00 00 00 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 660"",""15:35:59.868"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 661"",""15:35:59.870"",""  E   "",""18FEEE00"",""8"",""79 49 FF FF FF FF FF FF"",""yI......"""
"USB-to-CAN V2 compact  CAN-1,""1 662"",""15:35:59.872"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 663"",""15:35:59.876"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 664"",""15:35:59.883"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 665"",""15:35:59.883"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 666"",""15:35:59.888"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 667"",""15:35:59.890"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 668"",""15:35:59.892"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 669"",""15:35:59.895"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 670"",""15:35:59.896"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 671"",""15:35:59.900"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 672"",""15:35:59.901"",""  E   "",""18EA0017"",""3"",""E5 FE 00"",""..."""
"USB-to-CAN V2 compact  CAN-1,""1 673"",""15:35:59.905"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 674"",""15:35:59.908"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 675"",""15:35:59.910"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 676"",""15:35:59.910"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 677"",""15:35:59.911"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 678"",""15:35:59.912"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 679"",""15:35:59.915"",""  E   "",""18FEF500"",""8"",""C3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 680"",""15:35:59.916"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 681"",""15:35:59.928"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 682"",""15:35:59.932"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 683"",""15:35:59.936"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 684"",""15:35:59.938"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 685"",""15:35:59.938"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 686"",""15:35:59.940"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 687"",""15:35:59.945"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 688"",""15:35:59.948"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 689"",""15:35:59.950"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 690"",""15:35:59.952"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 691"",""15:35:59.955"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 692"",""15:35:59.956"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 693"",""15:35:59.960"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 694"",""15:35:59.964"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 695"",""15:35:59.965"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 696"",""15:35:59.968"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 697"",""15:35:59.972"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 698"",""15:35:59.976"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 699"",""15:35:59.988"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 700"",""15:35:59.990"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 701"",""15:35:59.991"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 702"",""15:35:59.992"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 703"",""15:35:59.992"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 704"",""15:35:59.995"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 705"",""15:35:59.996"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 706"",""15:36:00.000"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 707"",""15:36:00.005"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 708"",""15:36:00.008"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 709"",""15:36:00.010"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 710"",""15:36:00.012"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 711"",""15:36:00.015"",""  E   "",""18FEF700"",""8"",""FF FF FF FF 14 02 10 02"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 712"",""15:36:00.016"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 713"",""15:36:00.018"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 714"",""15:36:00.018"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 715"",""15:36:00.028"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 716"",""15:36:00.032"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 717"",""15:36:00.036"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 718"",""15:36:00.040"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 719"",""15:36:00.045"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 720"",""15:36:00.046"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 721"",""15:36:00.046"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 722"",""15:36:00.048"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 723"",""15:36:00.050"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 724"",""15:36:00.052"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 725"",""15:36:00.055"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 726"",""15:36:00.056"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 727"",""15:36:00.060"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 728"",""15:36:00.068"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 729"",""15:36:00.072"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 730"",""15:36:00.072"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 731"",""15:36:00.073"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 732"",""15:36:00.076"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 733"",""15:36:00.088"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 734"",""15:36:00.090"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 735"",""15:36:00.092"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 736"",""15:36:00.095"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 737"",""15:36:00.096"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 738"",""15:36:00.098"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 739"",""15:36:00.099"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 740"",""15:36:00.100"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 741"",""15:36:00.105"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 742"",""15:36:00.108"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 743"",""15:36:00.110"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 744"",""15:36:00.112"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 745"",""15:36:00.115"",""  E   "",""18FEE500"",""8"",""A0 01 00 00 08 05 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 746"",""15:36:00.116"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 747"",""15:36:00.120"",""  E   "",""18FEEF00"",""8"",""02 FF FF 00 FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 748"",""15:36:00.126"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 749"",""15:36:00.126"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 750"",""15:36:00.128"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 751"",""15:36:00.132"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 752"",""15:36:00.136"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 753"",""15:36:00.140"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 754"",""15:36:00.145"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 755"",""15:36:00.148"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 756"",""15:36:00.150"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 757"",""15:36:00.152"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 758"",""15:36:00.154"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 759"",""15:36:00.155"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 760"",""15:36:00.155"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 761"",""15:36:00.156"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 762"",""15:36:00.160"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 763"",""15:36:00.165"",""  E   "",""18FEE400"",""8"",""FF FF FF FC FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 764"",""15:36:00.168"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 765"",""15:36:00.172"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 766"",""15:36:00.176"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 767"",""15:36:00.181"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 768"",""15:36:00.182"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 769"",""15:36:00.188"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 770"",""15:36:00.190"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 771"",""15:36:00.192"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 772"",""15:36:00.195"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 773"",""15:36:00.196"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 774"",""15:36:00.200"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 775"",""15:36:00.205"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 776"",""15:36:00.208"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 777"",""15:36:00.209"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 778"",""15:36:00.210"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 779"",""15:36:00.212"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 780"",""15:36:00.215"",""  E   "",""18FD0700"",""8"",""03 03 3F FF FF FF FF FF"",""..?....."""
"USB-to-CAN V2 compact  CAN-1,""1 781"",""15:36:00.216"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 782"",""15:36:00.228"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 783"",""15:36:00.232"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 784"",""15:36:00.236"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 785"",""15:36:00.237"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 786"",""15:36:00.240"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 787"",""15:36:00.245"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 788"",""15:36:00.248"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 789"",""15:36:00.250"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 790"",""15:36:00.252"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 791"",""15:36:00.255"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 792"",""15:36:00.256"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 793"",""15:36:00.260"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 794"",""15:36:00.263"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 795"",""15:36:00.263"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 796"",""15:36:00.265"",""  E   "",""18FECA03"",""8"",""00 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 797"",""15:36:00.268"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 798"",""15:36:00.272"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 799"",""15:36:00.276"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 800"",""15:36:00.288"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 801"",""15:36:00.290"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 802"",""15:36:00.291"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 803"",""15:36:00.292"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 804"",""15:36:00.292"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 805"",""15:36:00.295"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 806"",""15:36:00.296"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 807"",""15:36:00.300"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 808"",""15:36:00.305"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 809"",""15:36:00.308"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 810"",""15:36:00.310"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 811"",""15:36:00.312"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 812"",""15:36:00.315"",""  E   "",""18FEE900"",""8"",""00 00 00 00 11 01 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 813"",""15:36:00.316"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 814"",""15:36:00.318"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 815"",""15:36:00.318"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 816"",""15:36:00.328"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 817"",""15:36:00.332"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 818"",""15:36:00.336"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 819"",""15:36:00.340"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 820"",""15:36:00.344"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 821"",""15:36:00.345"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 822"",""15:36:00.346"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 823"",""15:36:00.348"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 824"",""15:36:00.350"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
